District,Building name,Last date of visit of the case(s),Related cases,Latitude,Longitude
Tuen Mun,"Civic House, Affluence Garden",28/12/2022,,22.4034977,113.9754201
Tuen Mun,"Felicitous House, Affluence Garden",28/12/2022,,22.4034286,113.9751635
Tuen Mun,Eight Regency,28/12/2022,,22.4075587,113.9676347
Tuen Mun,"Tower 2, Emerald Bay",28/12/2022,,22.3728816,114.000192
Tuen Mun,"Tower 1, Century Gateway",28/12/2022,,22.3949348,113.9738973
Tuen Mun,"Tower 3, Century Gateway",28/12/2022,,22.3949348,113.9738973
Tuen Mun,"Tower 5, Century Gateway",28/12/2022,,22.3949348,113.9738973
Tuen Mun,"Tower 6, Century Gateway",28/12/2022,,22.3949348,113.9738973
Tuen Mun,"Tower 7, Century Gateway",28/12/2022,,22.3949348,113.9738973
Tuen Mun,"Tower 8, Century Gateway",28/12/2022,,22.3949348,113.9738973
Tuen Mun,"Tin Tun House, Tin King Estate",28/12/2022,,22.4067362,113.9658671
Tuen Mun,"Tin Lok House, Tin King Estate",28/12/2022,,22.407481,113.964882
Tuen Mun,"Tin Tsui House, Tin King Estate",28/12/2022,,22.4058925,113.9640085
Tuen Mun,"Tin Yue House, Tin King Estate",28/12/2022,,22.405439,113.964662
Tuen Mun,"Tower 1, Goodrich Garden",28/12/2022,,22.4085037,113.9676793
Tuen Mun,"Tower 2, Goodrich Garden",28/12/2022,,22.4085037,113.9676793
Tuen Mun,Fuk Hang Village,28/12/2022,,22.4215448,113.9850858
Tuen Mun,"Block 1, Bauhinia Garden",28/12/2022,,22.3734048,113.9905943
Tuen Mun,"Block 2, Botania Villa",28/12/2022,,22.4179518,113.9857943
Tuen Mun,"Block 3, Botania Villa",28/12/2022,,22.4179518,113.9857943
Tuen Mun,"Block 5, Botania Villa",28/12/2022,,22.4179518,113.9857943
Tuen Mun,"Block 7, Botania Villa",28/12/2022,,22.4179518,113.9857943
Tuen Mun,"Lok Chun Yuen, Chi Lok Fa Yuen",28/12/2022,,22.3877311,113.9797834
Tuen Mun,"Lok Yee Yuen, Chi Lok Fa Yuen",28/12/2022,,22.3877311,113.9797834
Tuen Mun,"Lok Hang Yuen, Chi Lok Fa Yuen",28/12/2022,,22.3908295,113.9725126
Tuen Mun,"Lok Cheong Yuen, Chi Lok Fa Yuen",28/12/2022,,22.3877311,113.9797834
Tuen Mun,"Lok Lai Yuen, Chi Lok Fa Yuen",28/12/2022,,22.3877311,113.9797834
Tuen Mun,"Block 10, Melody Garden",28/12/2022,,22.3681526,113.9953821
Tuen Mun,"Block 1, Melody Garden",28/12/2022,,22.373368,113.961526
Tuen Mun,"Block 4, Melody Garden",28/12/2022,,22.373368,113.961526
Tuen Mun,"Block 8, Melody Garden",28/12/2022,,22.3946159,113.9774834
Tuen Mun,"Block 9, Melody Garden",28/12/2022,,22.373368,113.961526
Tuen Mun,"Block 1, Tsui Ning Garden",28/12/2022,,22.3843575,113.9740818
Tuen Mun,"Block 2, Tsui Ning Garden",28/12/2022,,22.3843575,113.9740818
Tuen Mun,"Block 4, Tsui Ning Garden",28/12/2022,,22.3843575,113.9740818
Tuen Mun,"Block 6, Tsui Ning Garden",28/12/2022,,22.3843575,113.9740818
Tuen Mun,"Block 1, Verdant Villa",28/12/2022,,22.3787285,113.9819652
Tuen Mun,"Block A, Greenland Garden",28/12/2022,,22.4005653,113.9721425
Tuen Mun,"Block B, Greenland Garden",28/12/2022,,22.4005653,113.9721425
Tuen Mun,"Block C, Greenland Garden",28/12/2022,,22.3908295,113.9725126
Tuen Mun,"Block D, Greenland Garden",28/12/2022,,22.4005653,113.9721425
Tuen Mun,"Tower 1, Palm Cove",28/12/2022,,22.3803696,113.9802271
Tuen Mun,"Tower 2, Palm Cove",28/12/2022,,22.3803696,113.9802271
Tuen Mun,"Tower 5, Palm Cove",28/12/2022,,22.3803696,113.9802271
Tuen Mun,Terrace Concerto,28/12/2022,,22.4006519,113.9672853
Tuen Mun,"Block 2, Beneville",28/12/2022,,22.3733587,113.990994
Tuen Mun,"Block 3, Beneville",28/12/2022,,22.3733108,113.9913954
Tuen Mun,"Block 5, Beneville",28/12/2022,,22.3728744,113.9920335
Tuen Mun,"Leung Chun House, Leung King Estate",28/12/2022,,22.4053554,113.9608551
Tuen Mun,"Leung Wai House, Leung King Estate",28/12/2022,,22.4045775,113.9610913
Tuen Mun,"Leung Kit House, Leung King Estate",28/12/2022,,22.406067,113.961262
Tuen Mun,"Leung Chi House, Leung King Estate",28/12/2022,,22.4053454,113.96217
Tuen Mun,"Leung Ying House, Leung King Estate",28/12/2022,,22.4075148,113.9633321
Tuen Mun,"Leung Wah House, Leung King Estate",28/12/2022,,22.4053554,113.9608551
Tuen Mun,"Leung Shui House, Leung King Estate",28/12/2022,,22.4053554,113.9608551
Tuen Mun,"Leung Yin House, Leung King Estate",28/12/2022,,22.408183,113.963784
Tuen Mun,T Plus,28/12/2022,,22.4035692,113.9784768
Tuen Mun,"Block 1, Waldorf Garden",28/12/2022,,22.3734048,113.9905943
Tuen Mun,"Block 2, Waldorf Garden",28/12/2022,,22.3733587,113.990994
Tuen Mun,"Block 3, Waldorf Garden",28/12/2022,,22.3733108,113.9913954
Tuen Mun,"Block 4, Waldorf Garden",28/12/2022,,22.3732583,113.9917942
Tuen Mun,"Block 5, Waldorf Garden",28/12/2022,,22.3728744,113.9920335
Tuen Mun,Man Bo Building,28/12/2022,,22.3890728,113.9799924
Tuen Mun,Man Po Building,28/12/2022,,22.3982515,113.9761462
Tuen Mun,Lan Yuen Court,28/12/2022,,22.4032646,113.9798211
Tuen Mun,"Tip Ying House, Butterfly Estate",28/12/2022,,22.3761825,113.9630792
Tuen Mun,"Tip Sum House, Butterfly Estate",28/12/2022,,22.374308,113.962039
Tuen Mun,"Tip Yee House, Butterfly Estate",28/12/2022,,22.375717,113.9638227
Tuen Mun,"Tip Ling House, Butterfly Estate",28/12/2022,,22.3751641,113.9628934
Tuen Mun,"Tip Chui House, Butterfly Estate",28/12/2022,,22.3761825,113.9630792
Tuen Mun,"Tip Mo House, Butterfly Estate",28/12/2022,,22.375828,113.9618561
Tuen Mun,"Tower 1, Goodview Garden",28/12/2022,,22.3833847,113.9729816
Tuen Mun,"Tower 2, Goodview Garden",28/12/2022,,22.3833847,113.9729816
Tuen Mun,"Tower 3, Goodview Garden",28/12/2022,,22.3833847,113.9729816
Tuen Mun,"Tower 5, Goodview Garden",28/12/2022,,22.3833847,113.9729816
Tuen Mun,"Tower 1, Ori",28/12/2022,,22.3908295,113.9725126
Tuen Mun,"Tower 2, Ori",28/12/2022,,22.3908295,113.9725126
Tuen Mun,"Block 10, The Sherwood",28/12/2022,,22.3681526,113.9953821
Tuen Mun,"Block 12, The Sherwood",28/12/2022,,22.4192658,113.985439
Tuen Mun,"Block 13, The Sherwood",28/12/2022,,22.4192658,113.985439
Tuen Mun,"Block 1, The Sherwood",28/12/2022,,22.4192658,113.985439
Tuen Mun,"Block 2, The Sherwood",28/12/2022,,22.4192658,113.985439
Tuen Mun,"Block 5, The Sherwood",28/12/2022,,22.3728744,113.9920335
Tuen Mun,"Block 6, The Sherwood",28/12/2022,,22.4192658,113.985439
Tuen Mun,"Block 7, The Sherwood",28/12/2022,,22.3690138,113.994791
Tuen Mun,"Block 9, The Sherwood",28/12/2022,,22.4192658,113.985439
Tuen Mun,"Tower 1, Miami Beach Towers",28/12/2022,,22.372889,113.969608
Tuen Mun,"Tower 5, Miami Beach Towers",28/12/2022,,22.372889,113.969608
Tuen Mun,"Tower 6, Miami Beach Towers",28/12/2022,,22.372889,113.969608
Tuen Mun,Come On Building,28/12/2022,,22.3888218,113.9800621
Tuen Mun,Kam Men Mansion,28/12/2022,,22.4024246,113.9779248
Tuen Mun,"Block 2, Kam Fai Garden",28/12/2022,,22.3834634,113.9817533
Tuen Mun,Kam Hing Building,28/12/2022,,22.3983694,113.9769258
Tuen Mun,"Block A, Kam Wah Garden",28/12/2022,,22.3939143,113.9755093
Tuen Mun,"Block B, Kam Wah Garden",28/12/2022,,22.3939143,113.9755093
Tuen Mun,Chung Uk Village,28/12/2022,,22.4277396,113.9916656
Tuen Mun,"Block 1, Eldo Court",28/12/2022,,22.3734048,113.9905943
Tuen Mun,Elite Garden,28/12/2022,,22.402623,113.9784082
Tuen Mun,"Block 8D, Castle Peak Government Quarters",28/12/2022,,22.4087452,113.970823
Tuen Mun,"Block D, Tsing Chung Koon Road Government Quarters",28/12/2022,,22.404881,113.975059
Tuen Mun,"Block F, Tsing Chung Koon Road Government Quarters",28/12/2022,,22.404881,113.975059
Tuen Mun,"Tower 3, Tsing Yung Terrace",28/12/2022,,22.3788933,113.9833524
Tuen Mun,Tsing Chuen Wai,28/12/2022,,22.42764,113.987007
Tuen Mun,Sun Fung Wai,28/12/2022,,22.424523,113.988634
Tuen Mun,"Tower 12, Hong Kong Gold Coast",28/12/2022,,22.3719709,113.9908184
Tuen Mun,"Block 15, Hong Kong Gold Coast",28/12/2022,,22.3672574,113.9948102
Tuen Mun,"Block 19, Hong Kong Gold Coast",28/12/2022,,22.3671921,113.99325
Tuen Mun,"Tower 1, Hong Kong Gold Coast",28/12/2022,,22.3717971,113.9894773
Tuen Mun,"Block 3, Hong Kong Gold Coast",28/12/2022,,22.3733108,113.9913954
Tuen Mun,"Block 5, Hong Kong Gold Coast",28/12/2022,,22.3728744,113.9920335
Tuen Mun,99 Ming Kum Road,28/12/2022,,22.4090562,113.9657506
Tuen Mun,Fortune Villa,28/12/2022,,22.3908295,113.9725126
Tuen Mun,Kei Lun Wai,28/12/2022,,22.4119946,113.9757563
Tuen Mun,"Block 10, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 11, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 12, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 13, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 14, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 15, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 16, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 3, Lung Mun Oasis",28/12/2022,,22.3695137,113.9296864
Tuen Mun,"Block 6, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 7, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 8, Lung Mun Oasis",28/12/2022,,22.3698379,113.9294369
Tuen Mun,"South Wing, 2Gether",28/12/2022,,22.3908295,113.9725126
Tuen Mun,"Tower 2, Oma Oma",27/12/2022,,22.3720855,114.0030465
Tuen Mun,"Tower 1, The Carmel",27/12/2022,,22.368307,113.9996221
Tuen Mun,"Tower 1A, Lepont",27/12/2022,,22.372788,114.0035652
Tuen Mun,"Tower 1B, Lepont",27/12/2022,,22.372788,114.0035652
Tuen Mun,"Tower 3B, Lepont",27/12/2022,,22.372788,114.0035652
Tuen Mun,"Tower 5A, Lepont",27/12/2022,,22.372788,114.0035652
Tuen Mun,Tseng Tau Sheung Tsuen,27/12/2022,,22.398226,113.979889
Tuen Mun,Tseng Tau Village,27/12/2022,,22.398226,113.979889
Tuen Mun,South Hillcrest,27/12/2022,,22.4124608,113.9836591
Tuen Mun,"Ting Man House, Siu On Court",27/12/2022,,22.3893022,113.9764379
Tuen Mun,"Ting Yin House, Siu On Court",27/12/2022,,22.3893022,113.9764379
Tuen Mun,"Yeh King House, Siu Shan Court",27/12/2022,,22.37847,113.96394
Tuen Mun,"Siu Wai House, Siu Hong Court",27/12/2022,,22.4102008,113.9773207
Tuen Mun,"Siu Ping House, Siu Hong Court",27/12/2022,,22.4102008,113.9773207
Tuen Mun,"Siu Sun House, Siu Hong Court",27/12/2022,,22.4102008,113.9773207
Tuen Mun,"Siu Wing House, Siu Hong Court",27/12/2022,,22.4116629,113.9769026
Tuen Mun,Siu Pong Court,27/12/2022,,22.4069793,113.9665571
Tuen Mun,"Sui Lun House, Siu Lun Court",27/12/2022,,22.385128,113.9768379
Tuen Mun,"Block 3, Alpine Garden",27/12/2022,,22.3733108,113.9913954
Tuen Mun,"Oi Lim House, Yau Oi Estate",27/12/2022,,22.3861822,113.9747329
Tuen Mun,"Block 4, Parkland Villas",27/12/2022,,22.4106042,113.9811225
Tuen Mun,"Block 7, Parkland Villas",27/12/2022,,22.4106042,113.9811225
Tuen Mun,"Block 4, Richland Garden",27/12/2022,,22.3731447,113.9638802
Tuen Mun,"Block 2, The Sea Crest",27/12/2022,,22.3822332,113.9724925
Tuen Mun,Kar Wah Building,27/12/2022,,22.3955034,113.9773904
Tuen Mun,Victory Building,27/12/2022,,22.4041593,113.9789702
Tuen Mun,"Block 8, Glorious Garden",27/12/2022,,22.3946159,113.9774834
Tuen Mun,Fu Hang Building,27/12/2022,,22.3954017,113.9758107
Tuen Mun,"Block C, Trend Plaza",27/12/2022,,22.3931642,113.9757613
Tuen Mun,"Block D, Trend Plaza",27/12/2022,,22.3931642,113.9757613
Tuen Mun,"King Wing House, Shan King Estate",27/12/2022,,22.39741,113.9658289
Tuen Mun,"King Lai House, Shan King Estate",27/12/2022,,22.400927,113.966718
Tuen Mun,Honley Court,27/12/2022,,22.3976169,113.9751809
Tuen Mun,"Block A, Hong King Garden",27/12/2022,,22.3854379,113.9800486
Tuen Mun,"Tower 1B, Mount Regency",27/12/2022,,22.4058252,113.9815041
Tuen Mun,"Tower 1, Emerald Bay",27/12/2022,,22.3728816,114.000192
Tuen Mun,"Block 1, Hanford Garden",27/12/2022,,22.3734048,113.9905943
Tuen Mun,"Block 1, Handsome Court",27/12/2022,,22.3734048,113.9905943
Tuen Mun,"Block 2, Handsome Court",27/12/2022,,22.3733587,113.990994
Tuen Mun,"Block 3, Handsome Court",27/12/2022,,22.3733108,113.9913954
Tuen Mun,Hotel Cozi Resort,27/12/2022,,22.3957153,113.972333
Tuen Mun,"Block 3, Yuet Wu Villa",27/12/2022,,22.3759176,113.9651223
Tuen Mun,"Block 8, Yuet Wu Villa",27/12/2022,,22.3759176,113.9651223
Tuen Mun,"Block 6, Hanison Garden",27/12/2022,,22.4198227,113.9786936
Tuen Mun,"Tower 3, Aegean Coast",27/12/2022,,22.3735576,113.9945977
Tuen Mun,"Tower 8, Aegean Coast",27/12/2022,,22.3735576,113.9945977
Tuen Mun,Parkview Court,27/12/2022,,22.3997104,113.9764434
Tuen Mun,"San Pui House, San Wai Court",27/12/2022,,22.4040333,113.961994
Tuen Mun,"Block 10, Sun Tuen Mun Centre",27/12/2022,,22.3812677,113.9643338
Tuen Mun,"Tower 11, Avignon",27/12/2022,,22.37551,113.999712
Tuen Mun,"Tower 1, Prime View Garden",27/12/2022,,22.4026025,113.9799924
Tuen Mun,"Block 4, Prime View Garden",27/12/2022,,22.4026025,113.9799924
Tuen Mun,Yeung Siu Hang,27/12/2022,,22.4125704,113.9769618
Tuen Mun,"Yuet Tin House, Yan Tin Estate",27/12/2022,,22.4143038,113.9764062
Tuen Mun,"Block 7, Aqua Blue",27/12/2022,,22.3690138,113.994791
Tuen Mun,"Block 1, Grand Pacific Views",27/12/2022,,22.3671922,114.0136545
Tuen Mun,"Block 3, Grand Pacific Views",27/12/2022,,22.3671922,114.0136545
Tuen Mun,"Block 3, Seaview Garden",27/12/2022,,22.3733108,113.9913954
Tuen Mun,"Block 8, Grand Pacific Heights",27/12/2022,,22.3946159,113.9774834
Tuen Mun,Hoi Shing Building,27/12/2022,,22.3952672,113.9748581
Tuen Mun,"Tower 5, The Laguna, The Bloomsway",27/12/2022,,22.3772738,113.9882611
Tuen Mun,Rosedale Gardens,27/12/2022,,22.3977089,113.9770279
Tuen Mun,Jade Grove,27/12/2022,,22.3661987,114.0009022
Tuen Mun,Tsz Tin Village,27/12/2022,,22.4142303,113.9748801
Tuen Mun,"Block 10, Bauhinia Garden",27/12/2022,,22.3063701,114.2623159
Tuen Mun,"Lok Wing Yuen, Chi Lok Fa Yuen",27/12/2022,,22.3877311,113.9797834
Tuen Mun,"Lok Man Yuen, Chi Lok Fa Yuen",27/12/2022,,22.3908295,113.9725126
Tuen Mun,"Block 2, Melody Garden",27/12/2022,,22.373368,113.961526
Tuen Mun,"Block 3, Melody Garden",27/12/2022,,22.373368,113.961526
Tuen Mun,"Block 5, Melody Garden",27/12/2022,,22.3728744,113.9920335
Tuen Mun,"Block 6, Melody Garden",27/12/2022,,22.373368,113.961526
Tuen Mun,"Block 7, Melody Garden",27/12/2022,,22.3690138,113.994791
Tuen Mun,"Block E, Greenland Garden",27/12/2022,,22.4005653,113.9721425
Tuen Mun,"Block 1, Beneville",27/12/2022,,22.3734048,113.9905943
Tuen Mun,Leung Tin Village,27/12/2022,,22.3992178,113.9780933
Tuen Mun,Villa Pinada,27/12/2022,,22.4216711,113.9726869
Tuen Mun,Tsoi Yuen Village,27/12/2022,,22.3907654,113.9725161
Tuen Mun,Wah Lee Building,27/12/2022,,22.401719,113.97825
Tuen Mun,Wah Hing Mansion,27/12/2022,,22.4018315,113.9782064
Tuen Mun,My Loft,27/12/2022,,22.3817335,113.974742
Tuen Mun,Lam Tei Main Street,27/12/2022,,22.4185889,113.9847973
Tuen Mun,Lingrade Garden,27/12/2022,,22.419441,113.982114
Tuen Mun,"Block 8, The Sherwood",27/12/2022,,22.3946159,113.9774834
Tuen Mun,"Tower 2, Miami Beach Towers",27/12/2022,,22.372889,113.969608
Tuen Mun,"Tower 3, Miami Beach Towers",27/12/2022,,22.372889,113.969608
Tuen Mun,"Block 1, Kam Fai Garden",27/12/2022,,22.3834634,113.9817533
Tuen Mun,"Block 3, Kam Fai Garden",27/12/2022,,22.3834634,113.9817533
Tuen Mun,Kam Fat Building,27/12/2022,,22.403149,113.9784612
Tuen Mun,"Block 3, Eldo Court",27/12/2022,,22.3733108,113.9913954
Tuen Mun,"Block E, Tsing Chung Koon Road Government Quarters",27/12/2022,,22.404881,113.975059
Tuen Mun,"Block 17, Hong Kong Gold Coast",27/12/2022,,22.3669813,113.9942749
Tuen Mun,"Block 4, Hong Kong Gold Coast",27/12/2022,,22.3732583,113.9917942
Tuen Mun,Look Yuen,27/12/2022,,22.4013114,113.9780642
Tuen Mun,"Tower 1, JC Place",27/12/2022,,22.385106,113.9803648
Tuen Mun,"Block 4, Lung Mun Oasis",27/12/2022,,22.3698379,113.9294369
Tuen Mun,"Block 9, Lung Mun Oasis",27/12/2022,,22.3698379,113.9294369
Tuen Mun,2Gether,27/12/2022,,22.3908295,113.9725126
Tuen Mun,"Tower 2A, Lepont",26/12/2022,,22.372788,114.0035652
Tuen Mun,"Tower 5B, Lepont",26/12/2022,,22.372788,114.0035652
Tuen Mun,"Block A, Grandeur Garden",26/12/2022,,22.404787,113.981361
Tuen Mun,Yick Lee Building,26/12/2022,,22.3988641,113.9762844
Tuen Mun,"Ting Chi House, Siu On Court",26/12/2022,,22.3893022,113.9764379
Tuen Mun,"Cheung King House, Siu Shan Court",26/12/2022,,22.3772745,113.9638796
Tuen Mun,"Block 1, Alpine Garden",26/12/2022,,22.3863663,113.9815412
Tuen Mun,"Block 8, Parkland Villas",26/12/2022,,22.4106042,113.9811225
Tuen Mun,Ka Hay Building,26/12/2022,,22.4019588,113.9778319
Tuen Mun,Rich Building,26/12/2022,,22.40373,113.9785132
Tuen Mun,"Block 11, Glorious Garden",26/12/2022,,22.3835729,113.9648713
Tuen Mun,"Block E, Trend Plaza",26/12/2022,,22.3931642,113.9757613
Tuen Mun,"Tower 5, Seacoast Royale",26/12/2022,,22.3741001,113.9912251
Tuen Mun,"Block C, Brilliant Garden",26/12/2022,,22.3908295,113.9725126
Tuen Mun,"Block A, Rainbow Garden",26/12/2022,,22.386508,113.980399
Tuen Mun,"Tower 2A, Emerald Bay",26/12/2022,,22.3728816,114.000192
Tuen Mun,"Block 5, Handsome Court",26/12/2022,,22.3728744,113.9920335
Tuen Mun,"Tower 10, Avignon",26/12/2022,,22.37551,113.999712
Tuen Mun,"Tower 3, Avignon",26/12/2022,,22.37551,113.999712
Tuen Mun,To Yuen Wai,26/12/2022,,22.416123,113.984767
Tuen Mun,Top Court,26/12/2022,,22.3949098,113.975481
Tuen Mun,Chik Yuen,26/12/2022,,22.417643,113.983238
Tuen Mun,"Block 1, Seaview Garden",26/12/2022,,22.3781953,113.9844862
Tuen Mun,"Block 2, Villa Sapphire",26/12/2022,,22.3733587,113.990994
Tuen Mun,"Block 10, Grand Pacific Heights",26/12/2022,,22.3681526,113.9953821
Tuen Mun,"Tower 4, Pierhead Garden",26/12/2022,,22.37316,113.966456
Tuen Mun,"Tower 2, The Laguna, The Bloomsway",26/12/2022,,22.3772738,113.9882611
Tuen Mun,"Tower 8, The Laguna, The Bloomsway",26/12/2022,,22.3772738,113.9882611
Tuen Mun,"Amber, Jade Grove",26/12/2022,,22.3661987,114.0009022
Tuen Mun,"Tower 2, Century Gateway",26/12/2022,,22.3949348,113.9738973
Tuen Mun,"Block 5, Tsui Ning Garden",26/12/2022,,22.3843575,113.9740818
Tuen Mun,Man Shing Building,26/12/2022,,22.3949746,113.9757173
Tuen Mun,"Tower 4, Goodview Garden",26/12/2022,,22.3833847,113.9729816
Tuen Mun,"Tower 4, Miami Beach Towers",26/12/2022,,22.372889,113.969608
Tuen Mun,Kim Bo Building,26/12/2022,,22.4037486,113.9789789
Tuen Mun,Golden Court,26/12/2022,,22.3965363,113.9769258
Tuen Mun,"Block 4, Kam Fai Garden",26/12/2022,,22.3834634,113.9817533
Tuen Mun,"Block 2, Faraday House",26/12/2022,,22.3790684,113.984084
Tuen Mun,Tsing Shan Village,26/12/2022,,22.3889552,113.9535622
Tuen Mun,"Block 8, Hong Kong Gold Coast",26/12/2022,,22.368708,113.9949105
Tuen Mun,Sun Court,26/12/2022,,22.3953124,113.9771465
Tuen Mun,"Block 2, Lung Mun Oasis",26/12/2022,,22.3698379,113.9294369
Tuen Mun,"Tower 3, Napa",25/12/2022,,22.3732404,114.0018213
Tuen Mun,"Tower 6, Napa",25/12/2022,,22.3732404,114.0018213
Tuen Mun,"Tower 3A, Lepont",25/12/2022,,22.372788,114.0035652
Tuen Mun,"Tao King House, Siu Shan Court",25/12/2022,,22.3772119,113.9627772
Tuen Mun,"Siu Hang House, Siu Hong Court",25/12/2022,,22.4125704,113.9769618
Tuen Mun,"Block 5, Alpine Garden",25/12/2022,,22.3728744,113.9920335
Tuen Mun,"Block 2, Hoi Tak Gardens",25/12/2022,,22.3851301,113.9817581
Tuen Mun,Lee Bo Building,25/12/2022,,22.3883782,113.9792722
Tuen Mun,South Crest,25/12/2022,,22.3783831,113.9832869
Tuen Mun,"Wo Hei House, Wo Tin Estate",25/12/2022,,22.4140368,113.9688397
Tuen Mun,106 Ka Choi Lane,25/12/2022,,22.3699039,113.9983325
Tuen Mun,21 Ka Fuk Lane,25/12/2022,,22.3691145,113.9969575
Tuen Mun,22 Ka Fuk Lane,25/12/2022,,22.3691145,113.9969575
Tuen Mun,31 Ka Fuk Lane,25/12/2022,,22.3691145,113.9969575
Tuen Mun,Four Pearls Building,25/12/2022,,22.4016026,113.9781571
Tuen Mun,Kin Ga Industrial Building,25/12/2022,,22.3933798,113.9708854
Tuen Mun,"Block 10, Phase 2, Tai Hing Gardens",25/12/2022,,22.4035003,113.9701836
Tuen Mun,"Block 5, Phase 2, Tai Hing Gardens",25/12/2022,,22.4035003,113.9701836
Tuen Mun,"Block 1, Dragon Inn Court",25/12/2022,,22.3802137,113.9813769
Tuen Mun,Fiona Garden,25/12/2022,,22.3653278,114.0053843
Tuen Mun,"Block A, Trend Plaza",25/12/2022,,22.3931642,113.9757613
Tuen Mun,"King Fu House, Shan King Estate",25/12/2022,,22.39741,113.9658289
Tuen Mun,"The Jockey Club New Hall, Lingnan University",25/12/2022,,22.4109705,113.9830974
Tuen Mun,"Dorothy Y.L.Wong Building, Lingnan University",25/12/2022,,22.4105255,113.9836856
Tuen Mun,"Tower 7, Skypoint Royale",25/12/2022,,22.3908295,113.9725126
Tuen Mun,"Tower 1, Starfront Royale",25/12/2022,,22.3741001,113.9912251
Tuen Mun,"Tower 3, Seacoast Royale",25/12/2022,,22.3741001,113.9912251
Tuen Mun,"Lok Sang House, Kin Sang Estate",25/12/2022,,22.4051556,113.9688141
Tuen Mun,"Tower 2B, Mount Regency",25/12/2022,,22.4058252,113.9815041
Tuen Mun,"Tower 2, Mount Regency",25/12/2022,,22.4058252,113.9815041
Tuen Mun,"Block 6, Handsome Court",25/12/2022,,22.387802,113.980765
Tuen Mun,"House 3, Marina Garden",25/12/2022,,22.3716455,113.971052
Tuen Mun,San Hing Village,25/12/2022,,22.417746,113.9790342
Tuen Mun,Winfield Industrial Building,25/12/2022,,22.3962533,113.9689803
Tuen Mun,Pui Lin Garden,25/12/2022,,22.414413,113.970328
Tuen Mun,"Block 1, Aqua Blue",25/12/2022,,22.3734048,113.9905943
Tuen Mun,"Block 2, Aqua Blue",25/12/2022,,22.3733587,113.990994
Tuen Mun,"Block 1, Aquamarine Garden",25/12/2022,,22.3734048,113.9905943
Tuen Mun,"Tower 11, The Laguna, The Bloomsway",25/12/2022,,22.3772738,113.9882611
Tuen Mun,"Tower 12, The Laguna, The Bloomsway",25/12/2022,,22.3772738,113.9882611
Tuen Mun,"Block 1, Ebony, The Hillgrove",25/12/2022,,22.3734048,113.9905943
Tuen Mun,"Opulent House, Affluence Garden",25/12/2022,,22.4034286,113.9751635
Tuen Mun,"Block 7, Peridot Court",25/12/2022,,22.3690138,113.994791
Tuen Mun,"Block 10, Botania Villa",25/12/2022,,22.4179518,113.9857943
Tuen Mun,"Block 6, Botania Villa",25/12/2022,,22.4179518,113.9857943
Tuen Mun,"Block 8, Botania Villa",25/12/2022,,22.4179518,113.9857943
Tuen Mun,"Block 3, Tsui Ning Garden",25/12/2022,,22.3843575,113.9740818
Tuen Mun,"Tower 3, Palm Cove",25/12/2022,,22.3803696,113.9802271
Tuen Mun,Greenview,25/12/2022,,22.4173534,113.9870572
Tuen Mun,Hing Fat Building,25/12/2022,,22.3971656,113.975239
Tuen Mun,Wah Lok Mansion,25/12/2022,,22.3888073,113.9793187
Tuen Mun,"Phase 2, Miami Club",25/12/2022,,22.3907654,113.9725161
Tuen Mun,Elegant Villa,25/12/2022,,22.3787724,113.9846414
Tuen Mun,"Block B, Castle Peak Villas",25/12/2022,,22.3650045,114.0070105
Tuen Mun,"Block 18, Hong Kong Gold Coast",25/12/2022,,22.3669976,113.9939438
Tuen Mun,Lai Bo Building,25/12/2022,,22.3879817,113.9791561
Tuen Mun,Gold Coast Hotel,25/12/2022,,22.3717971,113.9894773
Tuen Mun,"Tower 2, JC Place",25/12/2022,,22.385106,113.9803648
Tuen Mun,"Block 1, Lung Mun Oasis",25/12/2022,,22.3695137,113.9296864
Tuen Mun,"Block 5, Lung Mun Oasis",25/12/2022,,22.3695135,113.9296864
Tuen Mun,1 Lung Kwu Tan,25/12/2022,,22.3904334,113.9198946
Tuen Mun,Yick Yuen Village,24/12/2022,,22.4306004,113.9862235
Tuen Mun,"Lau King House, Siu Shan Court",24/12/2022,,22.37782,113.96177
Tuen Mun,Lucky Building,24/12/2022,,22.3972925,113.9771117
Tuen Mun,"Block 4, Dragon Inn Court",24/12/2022,,22.3802137,113.9813769
Tuen Mun,Florence Mansion,24/12/2022,,22.4021528,113.9778762
Tuen Mun,Siu Sau Village,24/12/2022,,22.3695377,114.0148273
Tuen Mun,"Block 8, Handsome Court",24/12/2022,,22.3946159,113.9774834
Tuen Mun,Mai Kei Building,24/12/2022,,22.3936966,113.9716415
Tuen Mun,"Tower 2, Tsing Yung Terrace",24/12/2022,,22.378058,113.9852904
