Company Name,Company Address,District,Telephone Number,Latitude,Longitude
FU YEE PHARMACY LIMITED( 富怡藥房有限公司 ),"SHOP 52 & 53, G/F, CHEERFUL GARDEN , 23 SIU SAI WAN ROAD,SIU SAI WAN,HK",SIU SAI WAN,3598 8982,22.2628253,114.2498465
FU YU PHARMACY LIMITED( 富裕中西藥房有限公司 ),"SHOP NO. 1A, G/F, NO. 83 WAN CHAI ROAD,WAN CHAI,HK",WAN CHAI,28611885,22.2763094,114.1748452
"FULL DA PHARMACY CO., LIMITED( 富達藥房有限公司 )","SHOP NOS. F124 & F125A, 1/F, NAM CHEONG PLACE, FU CHEONG ESTATE, SHAM SHUI PO,KLN",SHAM SHUI PO,28660328,22.3263938,114.1605
FULL HONG PHARMACY O/B MILLION EARN (HONG KONG) LIMITED( 富康大藥房 ),"GROUND FLOOR INCLUDING COCKLOFT, 17 STONE NULLAH LANE,WAN CHAI,HK",WAN CHAI,28920411,22.2755685,114.173561
FUNG SANG PHARMACY O/B MUN YU DRUG CO LIMITED( 豐笙藥房 ),"SHOP E, G/F & MEZZANINE FLOOR, HUNG HUM MANSION, NO 46,46A,48,50,52,54,56 AND 56A WUHU STREET,HUNG HOM,KLN",HUNG HOM,35639095,22.307355,114.186137
FUNG TAT DISPENSARY (HONG KONG) COMPANY LIMITED( 豐達西葯房(香港)有限公司 ),"SHOP 22, G/F, YICK FAT BUILDING, 6 YAU MAN STREET,QUARRY BAY,HK",QUARRY BAY,25637968,22.2845353,114.2129281
FUNG TAT DISPENSARY COMPANY LIMITED( 豐達西藥房有限公司 ),"SHOP B2 & C1, G-12, G/F, 79 SHAUKIWAN ROAD,SHAU KEI WAN,HK",SHAU KEI WAN,28859321,22.2769626,114.229535
FUXING SHUNXI PHARMACY COSMETICS COMPANY LIMITED( 福興順西藥房化妝品有限公司 ),"FLAT 3, 3/F, SUN KWAI HING PLAZA, KWAI CHUNG,NT",KWAI CHUNG,28810960,22.363091,114.1314621
GLENEAGLES DISPENSARY O/B GHK HOSPITAL LIMITED( 港怡藥房 ),"G/F , TOWER A, GLENEAGLES HOSPITAL HONG KONG, 1 NAM FUNG PATH,WONG CHUK HANG,HK",WONG CHUK HANG,31539046,22.2515672,114.1763966
GLOBAL MEDICAL SOLUTIONS HONG KONG LIMITED( 香港新吉美碩股份有限公司 ),"UNIT 11-12, 18/F, WAH WAI CENTRE, 38-40 AU PUI WAN STREET,FO TAN,NT",FO TAN,25629516,22.400112,114.1927027
GLOBAL PHARMACY LIMITED( 仁安葯房有限公司 ),"GROUND FLOOR & COCKLOFT OF POTTINGER HOUSE, NO. 26 POTTINGER STREET,CENTRAL,HK",CENTRAL,31840623,22.2831507,114.1558445
GODWELL DISPENSARY & COSMETIC LIMITED( 金英化粧葯房有限公司 ),"G/F, JOHNSON CENTRE, NO. 13 HAU FOOK STREET,TSIM SHA TSUI,KLN",TSIM SHA TSUI,23666094,22.2995679,114.1738118
GOLDEN FAME DISPENSARY LIMITED( 金譽西藥房有限公司 ),"SHOP A117, UG/F, CHOI WAN SHOPPING CENTRE, PHASE 2, 45 CLEAR WATER BAY ROAD,NGAU CHI WAN,KLN",NGAU CHI WAN,27892182,22.333113,114.2154706
GOLDEN PEAK PHARMACY O/B GOLDEN PEAK PHARMACY LIMITED( 高峰藥房 ),"SHOP A2, G/F, 89 SAI YEE STREET,MONG KOK,KLN",MONG KOK,28860728,22.31947,114.17151
GOLDEN STAR DISPENSARY LIMITED( 金星西藥房有限公司 ),"G/F, 232 SHAU KEI WAN ROAD,SHAU KEI WAN,HK",SHAU KEI WAN,25692525,22.280237,114.2243941
GOOD HEALTH DISPENSARY LIMITED( 康傑藥房有限公司 ),"SHOP 10, G/F, HONOUR HOUSE, 375, 375A, 377, 377A, 379A & 381 NATHAN ROAD, 24 KANSU STREET & 2-10 WOOSUNG STREET,JORDAN,KLN",JORDAN,24658808,22.3082762,114.1711017
GOOD VIEW DISPENSARY O/B HONEST 2000 LIMITED( 永佳大藥房 ),"G/F, 126 PEI HO STREET,SHAM SHUI PO,KLN",SHAM SHUI PO,27294646,22.3317606,114.1642325
GRAND ROYAL DISPENSARY O/B GRAND ROYAL DISPENSARY LIMITED( 尚御藥房 ),"SHOP NOS. 338 AND 340, THIRD FLOOR , CHOI CHU HOUSE, CHOI YUEN ESTATE, CHOI YUEN ROAD,SHEUNG SHUI,NT",SHEUNG SHUI,31240238,22.5006729,114.1257942
GREAT PHARMACY LIMITED( 宏鍵藥房有限公司 ),"SHOP 26, LEVEL 1, LUNG FUNG GARDEN, NO. 33 LUNG SUM AVENUE,SHEUNG SHUI,NT",SHEUNG SHUI,28400223,22.502815,114.1294623
H.K.S.K.H. LADY MACLEHOSE COMMUNITY PHARMACY O/B H.K.S.K.H. LADY MACLEHOSE CENTRE( 慈惠社區藥房 ),"COMMUNITY PHARMACY, GROUND FLOOR, KWAI WAH BUILDING, 11 TAI LOONG STREET,KWAI CHUNG,NT",KWAI CHUNG,26191903,22.3651215,114.1370807
H2 PHARMACY O/B HEALTHVISION (ASIA) LIMITED( 未有登記中文名稱 ),"SHOP 103D, 1/F, STAR HOUSE, NO. 3 SALISBURY ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,31519888,22.2944227,114.1687054
HANG LEE DISPENSARY( 恒利大藥房 ),"SHOP 232-233, 2/F, SAND MARTIN HOUSE, SHA KOK ESTATE , 5 SHA KOK STREET,SHATIN,NT",SHATIN,26477112,22.3775971,114.1942437
HANG SENG DISPENSARY LIMITED( 恒生中西參茸藥房有限公司 ),"G/F, 270 CASTLE PEAK ROAD,CHEUNG SHA WAN,KLN",CHEUNG SHA WAN,23872349,22.337734,114.15746
HANG SHING DISPENSARY & COSMETICS LIMITED( 恒誠大藥房化粧品有限公司 ),"PORTION OF SHOP C & D (SHOP 2), G/F, CHEONG LING MANSION, 3-13  NULLAH ROAD,MONG KOK,KLN",MONG KOK,26285118,22.323743,114.1693183
HANG SHING DISPENSARY LIMITED( 亨城大藥房有限公司 ),"G/F, NO. 27 MONGKOK ROAD,MONG KOK,KLN",MONG KOK,23926863,22.3203048,114.1673272
HANG SHUN PHARMACY O/B ELITE FOCUS INTERNATIONAL LIMITED( 恒信大藥房 ),"G/F, 7B O'BRIEN ROAD,WAN CHAI,HK",WAN CHAI,25743962,22.2773162,114.1735298
HANG WAI PHARMACY O/B UNITED PEARL LIMITED( 恒威大藥房 ),"G/F, 64 CHUEN LUNG STREET,TSUEN WAN,NT",TSUEN WAN,24050087,22.3709717,114.1161922
HAPPINESS DISPENSARY O/B NEW WINS FUN LIMITED( 幸福中西大藥房 ),"G/F, YUEN KING BUILDING, NO. 51A SHAN TUNG STREET,MONG KOK,KLN",MONG KOK,23548288,22.3178739,114.1704562
HEALTH - MED PHARMACY( 健康百葯葯房 ),"SHOP A, G/F, NO. 1 SAN LOK STREET,SHEUNG SHUI,NT",SHEUNG SHUI,21450016,22.503673,114.12737
HEALTH CARE DISPENSARY COMPANY LIMITED( 健怡康藥房有限公司 ),"G/F, NO. 1069 CANTON ROAD,MONG KOK,KLN",MONG KOK,31885572,22.3194832,114.1669695
HEALTH IN ACTION LIMITED( 醫護行者有限公司 ),"PORTION OF 901, MILLENNIUM TRADE CENTRE, 54-56 KWAI CHEONG ROAD,KWAI CHUNG,NT",KWAI CHUNG,36129515,22.3634552,114.1325996
HEALTH PEACE PHARMACY O/B ULTRA ELEGANT LIMITED( 德康大藥房 ),"SHOP 3 & 4 ON G/F, 99 HENNESSY ROAD,WAN CHAI,HK",WAN CHAI,39043577,22.2777315,114.1719829
HEALTH UNION COMMUNITY PHARMACY O/B HONG KONG FEDERATION OF TRADE UNIONS WORKERS' MEDICAL CLINICS ( 康盈坊社區藥房 ),"UNIT B1, G/F, FOU WAH CENTRE, 210 CASTLE PEAK ROAD,TSUEN WAN,NT",TSUEN WAN,2457 0811,22.3729197,114.118342
HEALTHCARE PHARMACY (CHAIN) CO LIMITED( 寶健大藥房(連鎖)有限公司 ),"SHOP NG07, G/F, COMM/CAR PARK BLK (T TOWN NORTH), TIN YUET ESTATE, 33 & 39 TIN WAH ROAD,TIN SHUI WAI,NT",TIN SHUI WAI,23238232,22.4623245,113.9977298
HEALTHCARE PHARMACY (HK) CO LIMITED( 寶健大藥房(香港)有限公司 ),"SHOP NO. 139, +WOO PHASE 1, 12-18 TIN YAN ROAD,TIN SHUI WAI,NT",TIN SHUI WAI,23232032,22.4575521,114.0027222
HEALTHCARE PHARMACY (SHATIN) CO LIMITED( 寶健大藥房(集團)有限公司 ),"SHOPS NOS. 342, 342A & 342B, ON LEVEL 3, MA ON SHAN PLAZA, SHATIN,NT",SHATIN,23232920,22.4253222,114.2313931
HEALTHCARE PHARMACY CO LIMITED( 寶健大藥房有限公司 ),"SHOP A19-A21, G/F, KINGSWOOD RICHLY PLAZA , 1 TIN WU ROAD,TIN SHUI WAI,NT",TIN SHUI WAI,24465173,22.451691,114.0013312
HEALTHNET DISPENSARY O/B HEALTHNET MEDICINE COMPANY LIMITED( 康福中西藥房 ),"NO. 15 , G/F, UNITED BUILDING, 7 WU KWONG STREET,HUNG HOM,KLN",HUNG HOM,23339461,22.3057829,114.1860958
HEALTHY PHARMACY CO. LIMITED( 怡康藥房有限公司 ),"SHOP 1, G/F, TUNG CHEONG BUILDING, 59B ON NING ROAD,YUEN LONG,NT",YUEN LONG,24792092,22.4459245,114.0272721
HENG HING DISPENSARY O/B BEST TREE LIMITED( 恒興中西藥房 ),"SHOP 2-3, G/F & COCKLOFT, KWONG WAH PLAZA, 11 TAI TONG ROAD,YUEN LONG,NT",YUEN LONG,24433926,22.443949,114.029332
HING SHING DISPENSARY( 興盛中西藥房 ),"FLAT S119, CHUK YUEN PLAZA, CHUK YUEN SOUTH ESTATE, WONG TAI SIN,KLN",WONG TAI SIN,23260671,22.3439204,114.190636
HING SHING DISPENSARY COMPANY LIMITED( 興盛大藥房有限公司 ),"G/F, 141 HIP WO STREET,KWUN TONG,KLN",KWUN TONG,23443473,22.3164283,114.2262099
HING WAH DISPENSARY COMPANY LIMITED( 興華中西大藥房有限公司 ),"SHOP 123 & 128, 1/F, CHUNG ON SHOPPING CENTRE, CHUNG ON ESTATE, MA ON SHAN,NT",MA ON SHAN,28862123,22.4216334,114.2265162
HKSH EMC PHARMACY LIMITED( 養和東區醫療中心藥房有限公司 ),"6F, 5 A KUNG NGAM VILLAGE ROAD,SHAU KEI WAN,HK",SHAU KEI WAN,29171186,22.2825609,114.2326413
HKUMED COMMUNITY PHARMACY( 香港大學社區藥房 ),"ROOM 250-254, 2/F, ACADEMIC BUILDING, 3 SASSOON ROAD,POK FU LAM,HK",POK FU LAM,39102232,22.2692879,114.1298423
HOI HUI DISPENSARY LIMITED( 凱滙中西藥房有限公司 ),"SHOP 1C1, 1/F, YUE MAN SQUARE, 33 HIP WO STREET,KWUN TONG,KLN",KWUN TONG,29509035,22.3142413,114.2237782
HON HING DISPENSARY COMPANY LIMITED( 漢興西藥房有限公司 ),"SHOP NO. 103, LEVEL 1, METROPOLIS PLAZA, NO. 8 LUNG WAN STREET,SHEUNG SHUI,NT",SHEUNG SHUI,24818128,22.5020588,114.1297509
HON HING PHARMACY COMPANY LIMITED( 漢興中西大藥房有限公司 ),"SHOP 005-008, G/F, ZONE A, TAI PO MEGA MALL, 9 ON PONG ROAD,TAI PO,NT",TAI PO,26667156,22.4522622,114.1692078
HON SHING BIRDS NEST DISPENSARY O/B HON SHING MEDICINE CO LIMITED( 漢城燕窩中西藥房 ),"SHOP NOS. 11 & 12, G/F, EIGHTLAND GARDENS, 2 ON CHEE ROAD,TAI PO,NT",TAI PO,26669418,22.4524958,114.1667316
HON SHING PHARMACY COMPANY LIMITED( 漢城西藥房有限公司 ),"SHOP NO. 102, LEVEL 1, METROPOLIS PLAZA, NO. 8 LUNG WAN STREET,SHEUNG SHUI,NT",SHEUNG SHUI,"26339061, 26339062",22.5020588,114.1297509
HONEST WIDE DISPENSARY( 浩華大藥房 ),"SHOP 6 & 18, G/F, KING LAND APARTMENTS , 737-741C NATHAN ROAD,MONG KOK,KLN",MONG KOK,23097790,22.3217419,114.1685984
HONESTY . ROYAL DISPENSARY O/B A WORLD TRADING LIMITED( 誠‧御藥房 ),"SHOP NO. 103, 5/F, TSUI LAM SQUARE, TSUI LAM ESTATE, NO. 11 TSUI LAM ROAD,TSEUNG KWAN O,NT",TSEUNG KWAN O,23602229,22.3226169,114.2494009
HONG KIN DISPENSARY LIMITED( 康健西藥房有限公司 ),"GROUND FLOOR, 244 CHEUNG SHA WAN ROAD,SHAM SHUI PO,KLN",SHAM SHUI PO,27084338,22.331575,114.161609
HONG KONG CYCLOTRON LABORATORIES LIMITED( 未有登記中文名稱 ),"FLAT G13, G/F, BIOTECH CENTRE 2, 11 SCIENCE PARK WEST AVENUE, PHASE 2, HK SCIENCE PARK,TAI PO,NT",TAI PO,23320989,22.4257666,114.2101647
HONG KONG SANATORIUM & HOSPITAL LIMITED( 香港養和醫院有限公司 ),"PORTIONS OF 5/F, CENTRAL BLOCK, 4/F, LI SHU PUI BLOCK PHASE 2 & ANNEX, 2 & 4  VILLAGE ROAD,HAPPY VALLEY,HK",HAPPY VALLEY,"25720211, 28358822,",22.268937,114.183128
HONG KONG SANATORIUM & HOSPITAL LIMITED( 香港養和醫院有限公司 ),"PORTIONS OF B1/F, G/F, 2/F AND 5/F, LI SHU PUI BLOCK, HONG KONG SANATORIUM & HOSPITAL, 2 & 4 VILLAGE ROAD,HAPPY VALLEY,HK",HAPPY VALLEY,28358822,22.269235,114.1830406
HONG LING PHARMACY O/B MAN CHI TONG LIMITED( 康寧中西藥房 ),"G/F, 104A, 106, 106A PRINCE EDWARD ROAD WEST,MONG KOK,KLN",MONG KOK,27126323,22.324083,114.1675766
HONG NING PHARMACY O/B HONG NING MEDICINE LIMITED( 康寧大藥房 ),"G/F, 541 LOCKHART ROAD,CAUSEWAY BAY,HK",CAUSEWAY BAY,23800663,22.280799,114.184458
HONG SHING DISPENSARY O/B UNITED WORLD INVESTMENT LIMITED( 康盛西藥房 ),"SHOP A, G/F, NO. 17 WAI YI STREET,TAI PO,NT",TAI PO,26532346,22.4477404,114.1657608
HONG SHING PHARMACY O/B PO SANG PHARMACY LIMITED( 康成大藥房 ),"G/F, 112 SHAU KEI WAN ROAD,SHAU KEI WAN,HK",SHAU KEI WAN,28562882,22.2769626,114.229535
HONG TAT MEDICINE COMPANY LIMITED( 康達中西藥房有限公司 ),"SHOP G10, G/F, CHING TIN SHOPPING CENTRE, CHING TIN ESTATE, YAN PO ROAD,TUEN MUN,NT",TUEN MUN,98049520,22.4123694,113.9714609
HONG WAN GINSENG DRIED SEAFOOD DISPENSARY( 槺弘蔘茸海味中西藥房 ),"SHOP S78A, G/F, SUNSHINE CITY MARKET , MA ON SHAN,NT",MA ON SHAN,26309329,22.4241643,114.2318055
HONOR CITY HK PHARMACY LIMITED( 名城香港藥房有限公司 ),"G/F, 71 FAU TSOI STREET,YUEN LONG,NT",YUEN LONG,23692811,22.4436945,114.029127
HONOR CITY HK PHARMACY O/B FAMOUS LUCKY STAR LIMITED( 名城香港藥房 ),"SHOP 4 ON G/F, YUEN LONG TRADE CENTRE, 99-109 CASTLE PEAK ROAD,YUEN LONG,NT",YUEN LONG,2369 2338,22.4447356,114.028602
HONOUR DISPENSARY O/B FAME SPREAD CORPORATION LIMITED( 誠信大藥房 ),"SHOP B, GROUND FLOOR AND BASEMENT, NOS. 71 & 73 MA TAU WAI ROAD,TO KWA WAN,KLN",TO KWA WAN,23304628,22.3124587,114.187861
HUMANITY PHARMACY LTD( 未有登記中文名稱 ),"G/F, 57 IVY STREET,TAI KOK TSUI,KLN",TAI KOK TSUI,23969334,22.3212703,114.1616046
HUNG HING DISPENSARY LIMITED( 鴻興西葯房有限公司 ),"G/F, 169C SHANGHAI STREET,YAU MA TEI,KLN",YAU MA TEI,27809933,22.3073395,114.1696202
HUNG HOM PHARMACY O/B LONG OASIS INTERNATIONAL LIMITED( 紅磡藥房 ),"FLAT 1A5, G/F , WHAMPOA ESTATE, NO. 99, 99A, 99B, 99D-F, 99H, 99J, 101-109 DOCK STREET,HUNG HOM,KLN",HUNG HOM,36891942,22.3063245,114.187001
HUNG WAN DISPENSARY LIMITED( 鴻運大藥房有限公司 ),"SHOP E, G/F, WEI SHUN MANSION, 50-58 TSEUK LUK STREET,SAN PO KONG,KLN",SAN PO KONG,23208861,22.3359928,114.1963717
HUNG WAN DISPENSARY O/B BEST TOPWELL LIMITED( 鴻運中西大藥房 ),"SHOP C, GROUND FLOOR, PAT CHUN MANSION, 717 NATHAN ROAD,MONG KOK,KLN",MONG KOK,23974468,22.3206262,114.1689002
HUNG WAN MEDICINE DISPENSARY LIMITED( 鴻運中西大藥房有限公司 ),"SHOP D & E, G/F, TONG AN MANSION, 62-64 TSEUK LUK STREET,SAN PO KONG,KLN",SAN PO KONG,2320 9288 / 98426635,22.335717,114.1966139
HUNG WAN PHARMACY O/B HUNG WAN MEDICAL LIMITED( 洪運中西藥房 ),"SHOP 3, G/F, HUNG FUK SHOPPING CENTRE, HUNG FUK ESTATE, HUNG YUEN ROAD,YUEN LONG,NT",YUEN LONG,22951899,22.436982,113.9985517
J11 DISPENSARY O/B SELF RISE LIMITED( 長隴藥房 ),"UNIT A1-A3, G/F, ON WAH INDUSTRIAL BUILDING, 41-43 AU PUI WAN STREET,SHATIN,NT",SHATIN,27620222,22.3976893,114.1945139
JACKSON PHARMACY O/B WISDOM INVESTMENT LIMITED( 智生大藥房 ),"SHOP NO. 78A, G/F, TIN ON HOUSE, SHEK YAM ROAD,KWAI CHUNG,NT",KWAI CHUNG,24218663,22.3696855,114.1396561
JOHNSON DISPENSARY LIMITED( 莊生中西藥房有限公司 ),"SHOP 72, G/F, MELODY GARDEN, 2 WU CHUI ROAD,TUEN MUN,NT",TUEN MUN,24681766,22.373368,113.961526
JOHNSON PHARMACEUTICAL LIMITED( 莊臣藥房有限公司 ),"SHOP NO. S-101, LEVEL 1, ZONE S, H.A.N.D.S., YAU OI ESTATE, TUEN MUN,NT",TUEN MUN,39565657,22.3884811,113.9744989
JOHNSON PHARMACY O/B FAIR CHANNEL DEVELOPMENT LIMITED( 莊生中西藥房 ),"ROOM 9, G/F, COMMERCIAL CENTRE, FU HENG ESTATE, TAI PO,NT",TAI PO,26605087,22.4510196,114.1721535
JUBILANT MEDICINE SHOP O/B LUCKY NOBLE INDUSTRIES LIMITED( 欣榮大藥房 ),"GROUND FLOOR & MEZZANINE FLOOR, 345 HENNESSY ROAD,WAN CHAI,HK",WAN CHAI,23628006,22.2787702,114.1789765
K.K. DISPENSARY O/B SILVER GLOBE HOLDINGS LIMITED( 高登大藥房 ),"SHOP C1-C3, G/F, HONLAND BUILDING , 108-118 PRINCE EDWARD ROAD WEST,MONG KOK,KLN",MONG KOK,23812982,22.324156,114.1679625
KA MAN DISPENSARY O/B MODERN VENTURE LIMITED( 嘉文藥房 ),"G/F, NO. 111 WOO SUNG STREET,JORDAN,KLN",JORDAN,23745748,22.3058139,114.1701426
KA TAI DISPENSARY O/B ROSE SUPREME LIMITED( 嘉泰中西大藥房 ),"SHOP F, G/F, LEE ON BUILDING, 56-62 ARGYLE STREET, 100B & 102 FA YUEN STREET,MONG KOK,KLN",MONG KOK,23772116,22.3194283,114.1713661
KA WAH DISPENSARY LIMITED( 嘉華參茸中西大藥房有限公司 ),"SHOP 212, 2/F, SIU SAI WAN PLAZA, 10 SIU SAI WAN ROAD,SIU SAI WAN,HK",SIU SAI WAN,28891832,22.262778,114.2489902
KA WAH DISPENSARY O/B KA WAH GINSENG AND DEER HORN DISPENSARY COMPANY LIMITED( 嘉華藥房 ),"FLAT 146, 1/F, THE LANE, HANG HAU, TSEUNG KWAN O,NT",TSEUNG KWAN O,34095163,22.3172623,114.2672828
KAI TAK PHARMACY LIMITED( 啟德中西大藥房有限公司 ),"FLAT G02, G/F, RETAIL BLOCK, KAI LONG COURT, 18  MUK ON STREET,KOWLOON CITY,KLN",KOWLOON CITY,24733688,22.3304504,114.2007641
KAI YUEN DISPENSARY LIMITED( 啟源中西藥房有限公司 ),"SHOP 214A, KAI TIN SHOPPING CENTRE, KAI TIN ESTATE, LAM TIN,KLN",LAM TIN,23476281,22.3082273,114.2351489
KAM FUNG GINSENG DRIED SEAFOOD DISPENSARY LIMITED( 金峰蔘茸海味中西大藥房有限公司 ),"SHOP 7 & 8, G/F, LEI MUK SHUE SHOPPING CENTRE, KWAI CHUNG,NT",KWAI CHUNG,34469582,22.37836,114.13671
KAM LUN DISPENSARY COMPANY LIMITED( 金輪中西蔘茸大藥房有限公司 ),"G/F, 56 PERCIVAL STREET,CAUSEWAY BAY,HK",CAUSEWAY BAY,28811706,22.279613,114.182961
KAM ON DISPENSARY O/B KAM ON MEDICINE CO LIMITED( 金安參茸藥房 ),"FLAT 230, 232, 2/F, CHEUNG FAT PLAZA, CHEUNG FAT ESTATE, TSING YI,NT",TSING YI,24341440,22.3621833,114.1037357
KAM ON DISPENSARY O/B KAM ON MEDICINE CO LIMITED( 金安參茸藥房 ),"SHOP B, G/F AND COCKLOFT, WING LEE BUILDING, 54 YUK WAH STREET,TSZ WAN SHAN,KLN",TSZ WAN SHAN,21947030,22.3471605,114.2017663
KAM ON MEDICINE O/B HARVEST PHARMACEUTICAL LIMITED( 金安美藥 ),"FLAT B, G/F , TUNG LOK BUILDING, NO. 15 KWONG FUK LANE,TAI PO,NT",TAI PO,23298586,22.4477631,114.1669496
KAM PO DISPENSARY O/B PAN SMART LIMITED( 金寶大葯房 ),"G/F, 99 BELCHER'S STREET, WEST POINT,KENNEDY TOWN,HK",KENNEDY TOWN,"28196806,",22.282748,114.128546
KAM SENG DISPENSARY( 錦生大藥房 ),"G/F, FRONT BLOCK, 50AB PEI HO STREET,SHAM SHUI PO,KLN",SHAM SHUI PO,23863547,22.3287854,114.1604591
KAM SHING MUN DISPENSARY LIMITED( 金城門中西藥房有限公司 ),"G/F , YEE SHUEN MANSION, 52 TAI WAI ROAD,TAI WAI,NT",TAI WAI,26984498,22.3750937,114.1779735
KAM TAI PHARMACY O/B KAM TAI PHARMACY LIMITED( 金泰中西大藥房 ),"FLAT/RM 3-4, G/F, KAM TONG BUILDING, 12-14 MOK CHEONG STREET,TO KWA WAN,KLN",TO KWA WAN,27238889,22.3229609,114.1894749
KARNING DISPENSARY( 嘉寧中西藥房 ),"SHOP B4, C1 LUEN FAT MANSION, 36-42 JOHNSTON ROAD,WAN CHAI,HK",WAN CHAI,25271462,22.2766082,114.170761
KARSONS PHARMACY O/B KARSONS GROUP LIMITED( 嘉信西藥房 ),"SHOP G018, KOLOUR. TSUEN WAN 1, TSUEN WAN,NT",TSUEN WAN,35260188,22.3706309,114.1176453
KENNEDY TOWN DISPENSARY LIMITED( 西環中西大藥房有限公司 ),"G/F, TUNG HING MANSION, 45 BELCHER'S STREET,KENNEDY TOWN,HK",KENNEDY TOWN,28724004,22.2832138,114.1298378
KENWAY PHARMACY O/B KENWAY PHARMACEUTICAL LIMITED( 健威大藥房 ),"SHOP 7 , G/F, MAYLUN APARTMENTS, 442-456 KING'S ROAD,NORTH POINT,HK",NORTH POINT,25617775,22.2908743,114.2002336
KEUNG SANG DISPENSARY( 強生大藥房 ),"G/F, 33C PORTLAND STREET,YAU MA TEI,KLN",YAU MA TEI,27713545,22.3127061,114.1700319
KI LUN PHARMACY LIMITED( 麒麟大藥房有限公司 ),"G/F, 57 MEI KING STREET,TO KWA WAN,KLN",TO KWA WAN,23335752,22.317112,114.191026
KIM BUN DISPENSARY LTD( 金檳藥房有限公司 ),"SHOP F, G/F, KIMBERLEY MANSION, 15 AUSTIN AVENUE,TSIM SHA TSUI,KLN",TSIM SHA TSUI,23663458,22.3021295,114.175335
KIN LOK DISPENSARY COMPANY LIMITED( 建樂大藥房有限公司 ),"SHOP NO. 5, G/F, HONOUR BUILDING, 78-80 TO KWA WAN ROAD,TO KWA WAN,KLN",TO KWA WAN,23622332,22.3170694,114.1900912
KIN MAN DISPENSARY O/B WALDSTEIN INTERNATIONAL LIMITED( 健民大藥房 ),"SHOP 20A-B, G/F, SHEUNG SHUI TOWN CENTRE, SHEUNG SHUI,NT",SHEUNG SHUI,26795119,22.5009463,114.1315105
KIN ON DISPENSARY LIMITED( 健安西藥房有限公司 ),"G/F, 117 CHUEN LUNG STREET,TSUEN WAN,NT",TSUEN WAN,24124338,22.369284,114.115398
KIN SANG DISPENSARY( 健生中西藥房 ),"G/F, 11 FUK LO TSUN ROAD,KOWLOON CITY,KLN",KOWLOON CITY,23823040,22.327837,114.187371
KIN YIP DISPENSARY O/B SUPREME JUBILEE LIMITED( 建業中西大藥房 ),"SHOP A1, G/F, TUNG TAK BUILDING, 48-50A KWEILIN STREET,SHAM SHUI PO,KLN",SHAM SHUI PO,23802811,22.3322235,114.1630946
KIND WEALTHY LIMITED( 仁康港灣藥房有限公司 ),"FLAT G23, G/F, METRO HARBOUR PLAZA, NO. 8 FUK LEE STREET,TAI KOK TSUI,KLN",TAI KOK TSUI,23373788,22.3245534,114.1609022
KING MAN DISPENSARY O/B GOLD BEST CAPITAL INVESTMENT LIMITED( 景文中西大藥房 ),"SHOP 2, G/F, HONOUR HOUSE, 375-381 NATHAN ROAD,JORDAN,KLN",JORDAN,23886348,22.308267,114.1711064
KIRIN DISPENSARY O/B TREASURE MAX LIMITED( 瑞麟大藥房 ),"SHOP NO. G10, G/F, SUN HING BUILDING, 603-609 NATHAN ROAD,MONG KOK,KLN",MONG KOK,35795518,22.3168722,114.1696201
KIT PHARM DISPENSARY LIMITED( 健豐中西藥房有限公司 ),"FLAT L16, LG/F, FITFORT, 560 KING'S ROAD,NORTH POINT,HK",NORTH POINT,25169606,22.2916747,114.2043276
KIU FUNG DISPENSARY O/B KIU FUNG DISPENSARY LIMITED( 僑豐西藥房 ),"SHOP 111, 1/F, WEST COMMERCIAL BLOCK, MARINA SQUARE, 12A SOUTH HORIZON DRIVE,AP LEI CHAU,HK",AP LEI CHAU,25800330,22.2436883,114.1467481
KO SHUN DISPENSARY O/B KO SHUN MEDICAL LIMITED( 高信中西大藥房 ),"SHOP A, KO SHUN HOUSE, NO. 329-331 NATHAN ROAD AND NO. 33-35 NING PO STREET,JORDAN,KLN",JORDAN,21562998,22.3066065,114.1712689
KONG SHING DISPENSARY O/B SHING HING HONG KONG LIMITED( 港城中西大藥房 ),"SHOP 3, G/F, WIN FONG HEIGHTS, 15 SHING FONG STREET,KWAI CHUNG,NT",KWAI CHUNG,26100478,22.359873,114.1278812
KOON FAI DISPENSARY O/B EXTREME BEST LIMITED( 冠輝西藥房 ),"SHOPS C & D, G/F, 186 TEMPLE STREET,YAU MA TEI,KLN",YAU MA TEI,27810202,22.3065901,114.1701574
KOON LEUNG PHARMACY O/B TOP PROFIT INTERNATIONAL (HK) LIMITED( 冠亮藥房 ),"G/F, 525A NATHAN ROAD,YAU MA TEI,KLN",YAU MA TEI,23889036,22.3131658,114.1702384
KOON MAN DISPENSARY O/B KOON SANG DISPENSARY LIMITED( 冠文西葯房 ),"SHOP F, G/F, TAI WAN BUILDING, 10-22 TAI KWONG LANE ,TAI PO,NT",TAI PO,26616998,22.4468867,114.1673908
KOON SANG DISPENSARY O/B KOON MAN MEDICAL LIMITED( 冠生中西大藥房 ),"SHOP 109-110, 1/F, SAU MAU PING SHOPPING CENTRE, SAU MAU PING,KLN",SAU MAU PING,23548281,22.3194881,114.2319161
KOON SANG DISPENSARY O/B KOON SANG DISPENSARY LIMITED( 冠生中西大藥房 ),"SHOP 9-11, G/F, ZONE A, TAI PO MEGAMALL, 9 ON PONG ROAD,TAI PO,NT",TAI PO,26658789,22.4522622,114.1692078
